board_size,strategy,attempt,step_count,factor,success,time
5,Stochastic_1,1,5000,0.7,False,24.410852812999963
5,Stochastic_1,2,5000,0.7,False,24.30172032600001
5,Stochastic_1,3,5000,0.7,False,24.21636346500003
5,Stochastic_1,4,5000,0.7,False,24.183796160999975
5,Stochastic_1,5,5000,0.7,False,24.203874831999997
5,Stochastic_1,6,5000,0.7,False,24.200985274000004
5,Stochastic_1,7,5000,0.7,False,24.206676775999995
5,Stochastic_1,8,5000,0.7,False,24.040259151999976
5,Stochastic_1,9,5000,0.7,False,24.02079407399998
5,Stochastic_1,10,5000,0.7,False,24.113272413000004
5,Stochastic_1,1,5000,0.1,False,23.92905190800002
5,Stochastic_1,2,5000,0.1,False,23.67844930000001
5,Stochastic_1,3,5000,0.1,False,23.777352419999943
5,Stochastic_1,4,5000,0.1,False,23.61389346599981
5,Stochastic_1,5,5000,0.1,False,23.68305281400012
5,Stochastic_1,6,5000,0.1,False,23.65195318999986
5,Stochastic_1,7,5000,0.1,False,23.80518691899988
5,Stochastic_1,8,5000,0.1,False,23.601020334000168
5,Stochastic_1,9,5000,0.1,False,23.66287238300015
5,Stochastic_1,10,5000,0.1,False,23.63512421700011
5,Stochastic_1,1,5000,0.1,False,21.420446688000084
5,Stochastic_1,2,5000,0.1,False,21.18313742700002
5,Stochastic_1,3,5000,0.1,False,21.239381185999946
5,Stochastic_1,4,5000,0.1,False,21.18174377199989
5,Stochastic_1,5,5000,0.1,False,21.2304153099999
5,Stochastic_1,6,5000,0.1,False,21.174278762000085
5,Stochastic_1,7,5000,0.1,False,21.224976262999917
5,Stochastic_1,8,5000,0.1,False,21.222450410999954
5,Stochastic_1,9,5000,0.1,False,21.204057525000053
5,Stochastic_1,10,5000,0.1,False,21.155837924999787
5,Stochastic_1,1,10000,0.1,False,42.76846882799998
5,Stochastic_1,2,10000,0.1,False,42.928369419999996
5,Stochastic_1,3,10000,0.1,False,42.55341141299999
5,Stochastic_1,4,10000,0.1,False,42.60394569699997
5,Stochastic_1,5,10000,0.1,False,42.592464957999994
5,Stochastic_1,6,10000,0.1,False,42.60039572699998
5,Stochastic_1,7,10000,0.1,False,42.54050185099999
5,Stochastic_1,8,10000,0.1,False,42.61787834799998
5,Stochastic_1,9,10000,0.1,False,42.63297614599992
5,Stochastic_1,10,10000,0.1,False,42.59855524699992
5,Stochastic_1,1,10000,0.2,False,43.0353104039998
5,Stochastic_1,2,10000,0.2,False,42.65721077300009
5,Stochastic_1,3,10000,0.2,False,42.76782087700008
5,Stochastic_1,4,10000,0.2,False,42.63302797899996
5,Stochastic_1,5,10000,0.2,False,42.90444313599983
5,Stochastic_1,6,10000,0.2,False,42.60928891499998
5,Stochastic_1,7,10000,0.2,False,42.69878985599985
5,Stochastic_1,8,10000,0.2,False,42.63277882800003
5,Stochastic_1,9,10000,0.2,False,42.801396680999915
5,Stochastic_1,10,10000,0.2,False,42.567362299000024
5,Stochastic_1,1,10000,0.2,False,41.7150703680004
5,Stochastic_1,2,10000,0.2,False,41.53327877499987
5,Stochastic_1,3,10000,0.2,False,41.51846417199977
5,Stochastic_1,4,10000,0.2,False,41.52020125499985
5,Stochastic_1,5,10000,0.2,False,41.57605777899971
5,Stochastic_1,6,10000,0.2,False,41.4557419570001
5,Stochastic_1,7,10000,0.2,False,41.66399164299992
5,Stochastic_1,8,10000,0.2,False,41.53705924899987
